root	surfaces	lex	active	Id	flags	rules	Anlam
Kur. Bşk.		Kurmay Başkanı, Başkanlığı		NOKTALI			Kurmay Başkanı, Başkanlığı
KÜ				KISALTMA		D_OKUNUSDAN_YAZILISA	Kırıkkale Üniversitesi
l		litre		KISALTMA		D_OKUNUSDAN_YAZILISA	Litre
Lat.		Latince		NOKTALI			Latince
LCV				KISALTMA		D_OKUNUSDAN_YAZILISA	Lütfen cevap veriniz
LES				KISALTMA		D_OKUNUSDAN_YAZILISA	Lisansüstü Eğitim Giriş Sınavı
LİBOR				KISALTMA		D_OKUNUSDAN_YAZILISA	Londra bankaları gecelik faiz oranı
LP				KISALTMA		D_OKUNUSDAN_YAZILISA	Uzunçalar (Long play)
LPG		lepege		KISALTMA		D_OKUNUSDAN_YAZILISA	Sıvılaştırılmış Petrol Gazı (Liquified Petroleum Gas)
Ltd.		Limitet		NOKTALI			Limitet
M				KISALTMA		D_OKUNUSDAN_YAZILISA	Miladi
m		metre		KISALTMA		D_OKUNUSDAN_YAZILISA	Metre
Mac.		Macarca		NOKTALI			Macarca
Mah.		Mahalle, mahallesi		NOKTALI			Mahalle, mahallesi
Mah.		Mahkeme, mahkemesi		NOKTALI			Mahkeme, mahkemesi
man.		Mantık		NOKTALI			Mantık
mat.		Matematik		NOKTALI			Matematik
MB				KISALTMA		D_OKUNUSDAN_YAZILISA	Bilgisayarda bellek birimi (megabyte)
MD.		Müdür, müdürlük, müdürlüğü		NOKTALI			Müdür, müdürlük, müdürlüğü
MEB		meb		KISALTMA		D_OKUNUSDAN_YAZILISA	Millî Eğitim Bakanlığı
mec.		Mecaz		NOKTALI			Mecaz
MGK		megeka		KISALTMA		D_OKUNUSDAN_YAZILISA	Millî Güvenlik Kurulu
mim.		Mimarlık		NOKTALI			Mimarlık
min.		Mineraloji		NOKTALI			Mineraloji
MİT		mit		KISALTMA		D_OKUNUSDAN_YAZILISA	Millî İstihbarat Teşkilatı
MK				KISALTMA		D_OKUNUSDAN_YAZILISA	Medeni Kanun
MKE		mekae		KISALTMA		D_OKUNUSDAN_YAZILISA	Makine ve Kimya Endüstrisi Kurumu
MKS		mekase		KISALTMA		D_OKUNUSDAN_YAZILISA	Metre-Kilogram-Saat
MKYK		mekeyeka		KISALTMA		D_OKUNUSDAN_YAZILISA	Merkez Karar Yönetim Kurulu
mm		milimetre		KISALTMA		D_OKUNUSDAN_YAZILISA	Milimetre
MOSSAD		mossad		KISALTMA		D_OKUNUSDAN_YAZILISA	İsrail Gizli Haber Alma Örgütü
MÖ				KISALTMA		D_OKUNUSDAN_YAZILISA	Milattan önce
MPİ				KISALTMA		D_OKUNUSDAN_YAZILISA	Millî Piyango İdaresi Genel Müdürlüğü
MPM				KISALTMA		D_OKUNUSDAN_YAZILISA	Millî Prodüktivite Merkezi
MS				KISALTMA		D_OKUNUSDAN_YAZILISA	Milattan sonra
MSÜ				KISALTMA		D_OKUNUSDAN_YAZILISA	Mimar Sinan Üniversitesi
MTA		metea		KISALTMA		D_OKUNUSDAN_YAZILISA	Maden Tetkik ve Arama Genel Müdürlüğü
MÜ				KISALTMA		D_OKUNUSDAN_YAZILISA	Marmara Üniversitesi
Müh.		Mühendis, mühendisi, mühendislik		NOKTALI			Mühendis, mühendisi, mühendislik
Mür.		Müracaat		NOKTALI			Müracaat
müz.		Müzik		NOKTALI			Müzik
MYK		meyeka		KISALTMA		D_OKUNUSDAN_YAZILISA	Merkez Yönetim Kurulu
NASA		nasa		KISALTMA		D_OKUNUSDAN_YAZILISA	Amerikan Ulusal Havacılık ve Uzay Araştırmaları Merkezi (National Aeronautics and Space Administration)
NATO		nato		KISALTMA		D_OKUNUSDAN_YAZILISA	Kuzey Atlantik Antlaşması Teşkilatı (North Atlantic Treaty Organization)
NOTAM				KISALTMA		D_OKUNUSDAN_YAZILISA	Havacılar ve denizciler için uyarı bildirimi (Notice to Airmen)
Nö.		Nöbet, nöbetçi		NOKTALI			Nöbet, nöbetçi
Nö. Sb.		Nöbetçi subayı		NOKTALI			Nöbetçi subayı
Nu.		Numara		NOKTALI			Numara
OAPEC				KISALTMA		D_OKUNUSDAN_YAZILISA	Petrol İhraç Eden Arap Ülkeleri Örgütü
ODTÜ		odtü		KISALTMA		D_OKUNUSDAN_YAZILISA	Orta Doğu Teknik Üniversitesi
OECD		oesidi		KISALTMA		D_OKUNUSDAN_YAZILISA	Ekonomik İş Birliği ve Kalkınma Teşkilatı (Organization for Economic Cooperation and Development)
Okt.		Okutman		NOKTALI			Okutman
Onb.		Onbaşı		NOKTALI			Onbaşı
OPEC		opek		KISALTMA		D_OKUNUSDAN_YAZILISA	Petrol İhraç Eden Ülkeler Teşkilatı (Organization of Petroleum Exporting Countries)
Opr.		Operatör		NOKTALI			Operatör
Or.		Ordu		NOKTALI			Ordu
Ora.		Oramiral		NOKTALI			Oramiral
Ord.		Ordinaryüs		NOKTALI			Ordinaryüs
Org.		Orgeneral		NOKTALI			Orgeneral
Ort.		Ortaklık, ortakları, ortaklığı		NOKTALI			Ortaklık, ortakları, ortaklığı
OSB				KISALTMA		D_OKUNUSDAN_YAZILISA	Organize Sanayi Bölgesi
Osm. T.		Osmanlı Türkçesi		NOKTALI			Osmanlı Türkçesi
OYAK		oyak		KISALTMA		D_OKUNUSDAN_YAZILISA	Ordu Yardımlaşma Kurumu
ÖİB				KISALTMA		D_OKUNUSDAN_YAZILISA	Özelleştirme İdaresi Başkanlığı
öl.		Ölüm tarihi		NOKTALI			Ölüm tarihi
ör.		Örnek		NOKTALI			Örnek
ÖSS		ösese		KISALTMA		D_OKUNUSDAN_YAZILISA	Öğrenci Seçme Sınavı
ÖSYM		öseyeme		KISALTMA		D_OKUNUSDAN_YAZILISA	Öğrenci Seçme Yerleştirme Merkezi
ÖTV		öteve		KISALTMA		D_OKUNUSDAN_YAZILISA	Özel tüketim vergisi
ÖYK		öyeka		KISALTMA		D_OKUNUSDAN_YAZILISA	Özelleştirme Yüksek Kurulu
ÖYS		öyese		KISALTMA		D_OKUNUSDAN_YAZILISA	Öğrenci Yerleştirme Sınavı
öz.		Özel		NOKTALI			Özel
ped.		Pedagoji		NOKTALI			Pedagoji
PEN				KISALTMA		D_OKUNUSDAN_YAZILISA	Uluslararası Yazarlar Birliği (International Association of Poets, Playwrights, Editors, Essayists and Novelists)
PETKİM		petkim		KISALTMA		D_OKUNUSDAN_YAZILISA	Petrokimya Endüstrisi Genel Müdürlüğü
PK		peka		KISALTMA		D_OKUNUSDAN_YAZILISA	Posta kutusu
PO		po		KISALTMA		D_OKUNUSDAN_YAZILISA	Petrol Ofisi
POAŞ		poaş		KISALTMA		D_OKUNUSDAN_YAZILISA	Petrol Ofisi Anonim Şirketi
Port.		Portekizce		NOKTALI			Portekizce
Prof.		Profesör		NOKTALI			Profesör
psikol.		Psikoloji		NOKTALI			Psikoloji
PTT		petete		KISALTMA		D_OKUNUSDAN_YAZILISA	Posta ve Telgraf Teşkilatı Genel Müdürlüğü
RAM		rem		KISALTMA		D_OKUNUSDAN_YAZILISA	Bilgisayarda okunabilir ve yazılabilir bellek (Random Access Memory)
RC				KISALTMA		D_OKUNUSDAN_YAZILISA	Kızılhaç (Red Cross)
RCD				KISALTMA		D_OKUNUSDAN_YAZILISA	Kalkınma İçin Bölgesel İş Birliği (Regional Cooperation for Development)
RNA		renea		KISALTMA		D_OKUNUSDAN_YAZILISA	Ribo nükleik asit
ROM		rom		KISALTMA		D_OKUNUSDAN_YAZILISA	Bilgisayarda yalnızca okunabilir bellek (Read-Only Memory)
Ro-Ro		roro		KISALTMA		D_OKUNUSDAN_YAZILISA	Gemiye taşıt indirme bindirme (rolon-roloff)
RTÜK		rütük		KISALTMA		D_OKUNUSDAN_YAZILISA	Radyo ve Televizyon Üst Kurulu
Rum.		Rumence		NOKTALI			Rumence
Rus.		Rusça		NOKTALI			Rusça
S				KISALTMA		D_OKUNUSDAN_YAZILISA	Sayı
s.		Sayfa		NOKTALI			Sayfa
sa.		Saat		NOKTALI			Saat
SALT				KISALTMA		D_OKUNUSDAN_YAZILISA	Stratejik Silahların Sınırlandırılması Görüşmeleri (Strategic Arms Limitation Talks)
SAS		sas		KISALTMA		D_OKUNUSDAN_YAZILISA	Su Altı Savunma (Komandoları)
SAT		sat		KISALTMA		D_OKUNUSDAN_YAZILISA	Su Altı Taarruz (Komandoları)
Sb.		Subay		NOKTALI			Subay
SBF		sebefe		KISALTMA		D_OKUNUSDAN_YAZILISA	Siyasal Bilgiler Fakültesi
SEK		sek		KISALTMA		D_OKUNUSDAN_YAZILISA	Süt Endüstrisi Kurumu AŞ
SEKA		seka		KISALTMA		D_OKUNUSDAN_YAZILISA	Selüloz ve Kâğıt Sanayii Kurumu
sf.		Sıfat		NOKTALI			Sıfat
SHÇEK				KISALTMA		D_OKUNUSDAN_YAZILISA	Sosyal Hizmetler ve Çocuk Esirgeme Kurumu
SKT		sekate		KISALTMA		D_OKUNUSDAN_YAZILISA	Son kullanma tarihi
Sl.		Slavca		NOKTALI			Slavca
Sn.		Sayın		NOKTALI			Sayın
sn.		Saniye		NOKTALI			Saniye
snt.		Santral		NOKTALI			Santral
Sok.		Sokak		NOKTALI			Sokak
sos.		Sosyoloji		NOKTALI			Sosyoloji
SOS				KISALTMA		D_OKUNUSDAN_YAZILISA	Uluslararası yardım isteme uyarısı (Save Our Souls)
sp.		Spor		NOKTALI			Spor
SPK		sepeka		KISALTMA		D_OKUNUSDAN_YAZILISA	Sermaye Piyasası Kurulu
SSCB		sesecebe		KISALTMA		D_OKUNUSDAN_YAZILISA	Sovyet Sosyalist Cumhuriyetleri Birliği
SSK		seseka		KISALTMA		D_OKUNUSDAN_YAZILISA	Sosyal Sigortalar Kurumu
STK		seteka		KISALTMA		D_OKUNUSDAN_YAZILISA	Sivil Toplum Kuruluşu
STÖ		seteö		KISALTMA		D_OKUNUSDAN_YAZILISA	Sivil Toplum Örgütü
SÜ				KISALTMA		D_OKUNUSDAN_YAZILISA	Selçuk Üniversitesi
Ş				KISALTMA		D_OKUNUSDAN_YAZILISA	Şirket
Şb.		Şube		NOKTALI			Şube
T.		Türkçe		NOKTALI			Türkçe
t		ton		KISALTMA		D_OKUNUSDAN_YAZILISA	Ton
TAEK		taek		KISALTMA		D_OKUNUSDAN_YAZILISA	Türkiye Atom Enerjisi Kurumu
TAI				KISALTMA		D_OKUNUSDAN_YAZILISA	Türk Havacılık Sanayii (Turkish Aerospace Industry)
TAO				KISALTMA		D_OKUNUSDAN_YAZILISA	Türk Anonim Ortaklığı
tar.		Tarih		NOKTALI			Tarih
TARİŞ		tariş		KISALTMA		D_OKUNUSDAN_YAZILISA	Tarım Satış Kooperatifleri Birliği
TASS				KISALTMA		D_OKUNUSDAN_YAZILISA	Sovyetler Birliği Telgraf Ajansı (Telegrafnoe Agentstvo Sovetskogo Soyuza)
TAŞ				KISALTMA		D_OKUNUSDAN_YAZILISA	Türk Anonim Şirketi
Tb.		Tabur		NOKTALI			Tabur
TBB				KISALTMA		D_OKUNUSDAN_YAZILISA	Türkiye Barolar Birliği
TBMM		tebememe		KISALTMA		D_OKUNUSDAN_YAZILISA	Türkiye Büyük Millet Meclisi
T.C.		Türkiye Cumhuriyeti		NOKTALI			Türkiye Cumhuriyeti
TCDD		tecedede		KISALTMA		D_OKUNUSDAN_YAZILISA	Türkiye Cumhuriyeti Devlet Demiryolları
TCK		teceka		KISALTMA		D_OKUNUSDAN_YAZILISA	Türkiye Cumhuriyeti Karayolları
TCK		teceka		KISALTMA		D_OKUNUSDAN_YAZILISA	Türk Ceza Kanunu
TCMB		tecemebe		KISALTMA		D_OKUNUSDAN_YAZILISA	Türkiye Cumhuriyet Merkez Bankası
TCZB		tecezebe		KISALTMA		D_OKUNUSDAN_YAZILISA	Türkiye Cumhuriyeti Ziraat Bankası
TDÇİ				KISALTMA		D_OKUNUSDAN_YAZILISA	Türkiye Demir Çelik İşletmeleri
TDİ				KISALTMA		D_OKUNUSDAN_YAZILISA	Türkiye Denizcilik İşletmeleri
TDK		tedeka		KISALTMA		D_OKUNUSDAN_YAZILISA	Türk Dil Kurumu
TEAŞ		teaş		KISALTMA		D_OKUNUSDAN_YAZILISA	Türkiye Elektrik Üretim AŞ
TEDAŞ		tedaş		KISALTMA		D_OKUNUSDAN_YAZILISA	Türkiye Elektrik Dağıtım Anonim Şirketi
TEFE		tefe		KISALTMA		D_OKUNUSDAN_YAZILISA	Toptan eşya fiyatları endeksi
TEİAŞ				KISALTMA		D_OKUNUSDAN_YAZILISA	Türkiye Elektrik İletim AŞ
tek.		Teknik, teknoloji		NOKTALI			Teknik, teknoloji
TEK				KISALTMA		D_OKUNUSDAN_YAZILISA	Türkiye Elektrik Kurumu
telg.		Telgraf		NOKTALI			Telgraf
TEM		tem		KISALTMA		D_OKUNUSDAN_YAZILISA	Avrupa Transit Kara Yolu (Trans European Motor Way)
TETAŞ		tetaş		KISALTMA		D_OKUNUSDAN_YAZILISA	Türkiye Elektrik, Ticaret ve Taahhüt AŞ
TGC				KISALTMA		D_OKUNUSDAN_YAZILISA	Türkiye Gazeteciler Cemiyeti
TGS				KISALTMA		D_OKUNUSDAN_YAZILISA	Türkiye Gazeteciler Sendikası
Tğm.		Teğmen		NOKTALI			Teğmen
THA				KISALTMA		D_OKUNUSDAN_YAZILISA	Türk Haberler Ajansı
THK		teheka		KISALTMA		D_OKUNUSDAN_YAZILISA	Türk Hava Kurumu
THK				KISALTMA		D_OKUNUSDAN_YAZILISA	Türk Hukuk Kurumu
THY		teheye		KISALTMA		D_OKUNUSDAN_YAZILISA	Türk Hava Yolları
TIR		tır		KISALTMA		D_OKUNUSDAN_YAZILISA	Uluslararası Kara Yolu Taşımacılığı (Transport International Routier)
tic.		Ticaret		NOKTALI			Ticaret
TİGEM		tigem		KISALTMA		D_OKUNUSDAN_YAZILISA	Tarım İşletmeleri Genel Müdürlüğü
TİKA		tika		KISALTMA		D_OKUNUSDAN_YAZILISA	Türk İşbirliği ve Kalkınma İdaresi Başkanlığı
TİM		tim		KISALTMA		D_OKUNUSDAN_YAZILISA	Türkiye İhracatçılar Merkezi
TİSK		tisk		KISALTMA		D_OKUNUSDAN_YAZILISA	Türkiye İşverenler Sendikası Konfederasyonu
tiy.		Tiyatro		NOKTALI			Tiyatro
TKAE				KISALTMA		D_OKUNUSDAN_YAZILISA	Türk Kültürünü Araştırma Enstitüsü
TKB				KISALTMA		D_OKUNUSDAN_YAZILISA	Türk Kadınlar Birliği
TKF				KISALTMA		D_OKUNUSDAN_YAZILISA	Toplu Konut Fonu
TKİ				KISALTMA		D_OKUNUSDAN_YAZILISA	Türkiye Kömür İşletmeleri
TL		tele		KISALTMA		D_OKUNUSDAN_YAZILISA	Türk lirası
tel.		Telefon		NOKTALI			Telefon
tlks.		Teleks		NOKTALI			Teleks
tls.		Telsiz		NOKTALI			Telsiz
TM		teme		KISALTMA		D_OKUNUSDAN_YAZILISA	Türk malı
TMMOB				KISALTMA		D_OKUNUSDAN_YAZILISA	Türk Mühendis ve Mimar Odaları Birliği
TMO		temeo		KISALTMA		D_OKUNUSDAN_YAZILISA	Toprak Mahsulleri Ofisi
TOBB		tob		KISALTMA		D_OKUNUSDAN_YAZILISA	Türkiye Odalar ve Borsalar Birliği
TODAİE				KISALTMA		D_OKUNUSDAN_YAZILISA	Türkiye ve Orta Doğu Amme İdaresi Enstitüsü
TOEFL		tofıl		KISALTMA		D_OKUNUSDAN_YAZILISA	Yabancı dil olarak İngilizce testi (Test of English as a Foreign Language)
TOKİ		toki		KISALTMA		D_OKUNUSDAN_YAZILISA	Toplu Konut İdaresi Başkanlığı
Top.		Topçu		NOKTALI			Topçu
TP		tepe		KISALTMA		D_OKUNUSDAN_YAZILISA	Türk Petrolleri
TPAO		tepeao		KISALTMA		D_OKUNUSDAN_YAZILISA	Türkiye Petrolleri Anonim Ortaklığı
TR		tere		KISALTMA		D_OKUNUSDAN_YAZILISA	Türkiye
TRT		terete		KISALTMA		D_OKUNUSDAN_YAZILISA	Türkiye Radyo Televizyon Kurumu
TSE		tesee		KISALTMA		D_OKUNUSDAN_YAZILISA	Türk Standartları Enstitüsü
TSİ		tesei		KISALTMA		D_OKUNUSDAN_YAZILISA	Türkiye saati ile
TSK		teseka		KISALTMA		D_OKUNUSDAN_YAZILISA	Türk Silahlı Kuvvetleri
TT				KISALTMA		D_OKUNUSDAN_YAZILISA	Türkiye Türkçesi
TTB				KISALTMA		D_OKUNUSDAN_YAZILISA	Türk Tabipleri Birliği
TTOK				KISALTMA		D_OKUNUSDAN_YAZILISA	Türkiye Turing ve Otomobil Kurumu
TTKB				KISALTMA		D_OKUNUSDAN_YAZILISA	Talim ve Terbiye Kurulu Başkanlığı
TTK				KISALTMA		D_OKUNUSDAN_YAZILISA	Türk Tarih Kurumu
Tug.		Tugay		NOKTALI			Tugay
Tuğa.		Tuğamiral		NOKTALI			Tuğamiral
Tuğg.		Tuğgeneral		NOKTALI			Tuğgeneral
TUS		tus		KISALTMA		D_OKUNUSDAN_YAZILISA	Tıpta Uzmanlık Sınavı
TÜ				KISALTMA		D_OKUNUSDAN_YAZILISA	Trakya Üniversitesi
TÜBA		tüba		KISALTMA		D_OKUNUSDAN_YAZILISA	Türkiye Bilimler Akademisi
TÜBİTAK		tübitak		KISALTMA		D_OKUNUSDAN_YAZILISA	Türkiye Bilimsel ve Teknik Araştırma Kurumu
TÜFE		tüfe		KISALTMA		D_OKUNUSDAN_YAZILISA	Tüketici fiyatları endeksi
Tüm.		Tümen		NOKTALI			Tümen
Tüma.		Tümamiral		NOKTALI			Tümamiral
Tümg.		Tümgeneral		NOKTALI			Tümgeneral
TÜPRAŞ		Tüpraş		KISALTMA		D_OKUNUSDAN_YAZILISA	Türkiye Petrol Rafinerileri Anonim Şirketi
TÜRDOK				KISALTMA		D_OKUNUSDAN_YAZILISA	Türkiye Dokümantasyon Merkezi
TÜRKSAT		türksat		KISALTMA		D_OKUNUSDAN_YAZILISA	Türk uydusu (Turkish satellite)
TÜRSAB		türsab		KISALTMA		D_OKUNUSDAN_YAZILISA	Türkiye Seyahat Acenteleri Birliği
TÜTAV		tütav		KISALTMA		D_OKUNUSDAN_YAZILISA	Türk Tanıtma Vakfı
TV		tivi		KISALTMA		D_OKUNUSDAN_YAZILISA	Televizyon
TZDK				KISALTMA		D_OKUNUSDAN_YAZILISA	Türkiye Zirai Donatım Kurumu
TZOB				KISALTMA		D_OKUNUSDAN_YAZILISA	Türkiye Ziraat Odaları Birliği
UEFA		uefa		KISALTMA		D_OKUNUSDAN_YAZILISA	Avrupa Futbol Federasyonları Birliği (Union of European Football Associations)
UFO		ufo		KISALTMA		D_OKUNUSDAN_YAZILISA	Tanımlanmamış Uçan Nesne (Unidentified Flying Object)
UHF				KISALTMA		D_OKUNUSDAN_YAZILISA	Ultra yüksek frekans (Ultra High Frequency)
UK				KISALTMA		D_OKUNUSDAN_YAZILISA	Birleşik Krallık, İngiltere
UN				KISALTMA		D_OKUNUSDAN_YAZILISA	Birleşmiş Milletler (United Nations)
UNAC				KISALTMA		D_OKUNUSDAN_YAZILISA	Birleşmiş Milletler Çocuklara Yardım Teşkilatı (United Nations Aid to Children)
UNESCO		unesko		KISALTMA		D_OKUNUSDAN_YAZILISA	Birleşmiş Milletler Eğitim, Bilim ve Kültür Teşkilatı (United Nations Educational, Scientific and Cultural Organization)
UNICEF		unisef		KISALTMA		D_OKUNUSDAN_YAZILISA	Birleşmiş Milletler Uluslararası Çocuklara Yardım Fonu (United Nations International Children's Emergency Fund)
UNO				KISALTMA		D_OKUNUSDAN_YAZILISA	Birleşmiş Milletler Teşkilatı (United Nations Organization)
UPI				KISALTMA		D_OKUNUSDAN_YAZILISA	Uluslararası Basın Birliği (United Press International)
UPU				KISALTMA		D_OKUNUSDAN_YAZILISA	Uluslararası Posta Birliği (Universal Postal Union)
USA		yuesey		KISALTMA		D_OKUNUSDAN_YAZILISA	Amerika Birleşik Devletleri
USAŞ				KISALTMA		D_OKUNUSDAN_YAZILISA	Uçak Sanayi AŞ
UÜ				KISALTMA		D_OKUNUSDAN_YAZILISA	Uludağ Üniversitesi
Uzm.		Uzman		NOKTALI			Uzman
Ü				KISALTMA		D_OKUNUSDAN_YAZILISA	Üniversite
Üçvş.		Üstçavuş		NOKTALI			Üstçavuş
ÜDS		üdese		KISALTMA		D_OKUNUSDAN_YAZILISA	Üniversiteler Arası Kurul Yabancı Dil Sınavı
ÜFE		üfe		KISALTMA		D_OKUNUSDAN_YAZILISA	Üretici fiyatları endeksi
ünl.		Ünlem		NOKTALI			Ünlem
Ütğm.		Üsteğmen		NOKTALI			Üsteğmen
ÜT				KISALTMA		D_OKUNUSDAN_YAZILISA	Üretim tarihi
vb.		Ve başkası, ve başkaları, ve benzeri, ve benzerleri, ve bunun gibi		NOKTALI			Ve başkası, ve başkaları, ve benzeri, ve benzerleri, ve bunun gibi
vd.		Ve devamı, ve diğerleri		NOKTALI			Ve devamı, ve diğerleri
VDMK				KISALTMA		D_OKUNUSDAN_YAZILISA	Varlığa Dayalı Menkul Kıymetler
Vet.		Veteriner		NOKTALI			Veteriner
VHF				KISALTMA		D_OKUNUSDAN_YAZILISA	Çok yüksek frekans (Very High Frequency)
VIP		viaypi		KISALTMA		D_OKUNUSDAN_YAZILISA	Çok önemli kişi (Very Important Person)
vs.		Vesaire		NOKTALI			Vesaire
w		vat		KISALTMA		D_OKUNUSDAN_YAZILISA	Elektrik güç birimi (Watt)
WAP		vap		KISALTMA		D_OKUNUSDAN_YAZILISA	"Kablosuz uygulama protokolü; İnternet sistemine kablosuz erişim (Wireless Application Protocol)"
WB				KISALTMA		D_OKUNUSDAN_YAZILISA	Dünya Bankası (World Bank)
WHO		hu		KISALTMA		D_OKUNUSDAN_YAZILISA	Dünya Sağlık Örgütü (World Health Organization)
WTO				KISALTMA		D_OKUNUSDAN_YAZILISA	Dünya Ticaret Örgütü (World Trade Organization)
Yrd. Doç.		Yardımcı Doçent		NOKTALI			Yardımcı Doçent
Yay.		Yayını, yayınları		NOKTALI			Yayını, yayınları
Yb.		Yarbay		NOKTALI			Yarbay
YDS		yedese		KISALTMA		D_OKUNUSDAN_YAZILISA	Yabancı Dil Sınavı
Yd. Sb.		Yedek subay		NOKTALI			Yedek subay
YKr		yeni kuruş		KISALTMA		D_OKUNUSDAN_YAZILISA	Yeni kuruş
YÖK		yök		KISALTMA		D_OKUNUSDAN_YAZILISA	Yükseköğretim Kurulu
YÖS		yös		KISALTMA		D_OKUNUSDAN_YAZILISA	Yabancı Uyruklu Öğrenci Sınavı
YSE				KISALTMA		D_OKUNUSDAN_YAZILISA	Yol, Su, Elektrik Genel Müdürlüğü
YSK		yeseka		KISALTMA		D_OKUNUSDAN_YAZILISA	Yüksek Seçim Kurulu
YTL		yetele		KISALTMA		D_OKUNUSDAN_YAZILISA	Yeni Türk lirası
YTÜ		yeteü		KISALTMA		D_OKUNUSDAN_YAZILISA	Yıldız Teknik Üniversitesi
Yun.		Yunanca		NOKTALI			Yunanca
YURTKUR		yurtkur		KISALTMA		D_OKUNUSDAN_YAZILISA	Yükseköğrenim Kredi ve Yurtlar Kurumu
Y. Mim.		Yüksek mimar		NOKTALI			Yüksek mimar
Y. Müh.		Yüksek mühendis		NOKTALI			Yüksek mühendis
yy.		Yüzyıl		NOKTALI			Yüzyıl
YYÜ				KISALTMA		D_OKUNUSDAN_YAZILISA	Yüzüncü Yıl Üniversitesi
Yzb.		Yüzbaşı		NOKTALI			Yüzbaşı
zf.		Zarf		NOKTALI			Zarf
ZF				KISALTMA		D_OKUNUSDAN_YAZILISA	Ziraat Fakültesi
zm.		Zamir		NOKTALI			Zamir
ZMO				KISALTMA		D_OKUNUSDAN_YAZILISA	Ziraat Mühendisleri Odası
zool.		Zooloji		NOKTALI			Zooloji
A		a		HARF		D_OKUNUSDAN_YAZILISA	
B		be		HARF		D_OKUNUSDAN_YAZILISA	
C		ce		HARF		D_OKUNUSDAN_YAZILISA	
Ç		çe		HARF		D_OKUNUSDAN_YAZILISA	
D		de		HARF		D_OKUNUSDAN_YAZILISA	
E		e		HARF		D_OKUNUSDAN_YAZILISA	
F		fe		HARF		D_OKUNUSDAN_YAZILISA	
G		ge		HARF		D_OKUNUSDAN_YAZILISA	
Ğ		yumuşak ge		HARF		D_OKUNUSDAN_YAZILISA	
H		he		HARF		D_OKUNUSDAN_YAZILISA	
İ		i		HARF		D_OKUNUSDAN_YAZILISA	
I		ı		HARF		D_OKUNUSDAN_YAZILISA	
J		je		HARF		D_OKUNUSDAN_YAZILISA	
K		ke		HARF		D_OKUNUSDAN_YAZILISA	
L		le		HARF		D_OKUNUSDAN_YAZILISA	
M		me		HARF		D_OKUNUSDAN_YAZILISA	
N		ne		HARF		D_OKUNUSDAN_YAZILISA	
O		o		HARF		D_OKUNUSDAN_YAZILISA	
Ö		ö		HARF		D_OKUNUSDAN_YAZILISA	
P		pe		HARF		D_OKUNUSDAN_YAZILISA	
R		re		HARF		D_OKUNUSDAN_YAZILISA	
S		se		HARF		D_OKUNUSDAN_YAZILISA	
Ş		şe		HARF		D_OKUNUSDAN_YAZILISA	
T		te		HARF		D_OKUNUSDAN_YAZILISA	
U		u		HARF		D_OKUNUSDAN_YAZILISA	
Ü		ü		HARF		D_OKUNUSDAN_YAZILISA	
V		ve		HARF		D_OKUNUSDAN_YAZILISA	
Y		ye		HARF		D_OKUNUSDAN_YAZILISA	
Z		ze		HARF		D_OKUNUSDAN_YAZILISA	
a		a		HARF		D_OKUNUSDAN_YAZILISA	
b		be		HARF		D_OKUNUSDAN_YAZILISA	
c		ce		HARF		D_OKUNUSDAN_YAZILISA	
ç		çe		HARF		D_OKUNUSDAN_YAZILISA	
d		de		HARF		D_OKUNUSDAN_YAZILISA	
e		e		HARF		D_OKUNUSDAN_YAZILISA	
f		fe		HARF		D_OKUNUSDAN_YAZILISA	
g		ge		HARF		D_OKUNUSDAN_YAZILISA	
ğ		yumuşak ge		HARF		D_OKUNUSDAN_YAZILISA	
h		he		HARF		D_OKUNUSDAN_YAZILISA	
i		i		HARF		D_OKUNUSDAN_YAZILISA	
ı		ı		HARF		D_OKUNUSDAN_YAZILISA	
j		je		HARF		D_OKUNUSDAN_YAZILISA	
k		ke		HARF		D_OKUNUSDAN_YAZILISA	
l		le		HARF		D_OKUNUSDAN_YAZILISA	
m		me		HARF		D_OKUNUSDAN_YAZILISA	
n		ne		HARF		D_OKUNUSDAN_YAZILISA	
o		o		HARF		D_OKUNUSDAN_YAZILISA	
ö		ö		HARF		D_OKUNUSDAN_YAZILISA	
p		pe		HARF		D_OKUNUSDAN_YAZILISA	
r		re		HARF		D_OKUNUSDAN_YAZILISA	
s		se		HARF		D_OKUNUSDAN_YAZILISA	
ş		şe		HARF		D_OKUNUSDAN_YAZILISA	
t		te		HARF		D_OKUNUSDAN_YAZILISA	
u		u		HARF		D_OKUNUSDAN_YAZILISA	
ü		ü		HARF		D_OKUNUSDAN_YAZILISA	
v		ve		HARF		D_OKUNUSDAN_YAZILISA	
y		ye		HARF		D_OKUNUSDAN_YAZILISA	
z		ze		HARF		D_OKUNUSDAN_YAZILISA	
